com.samsung.health.exercise.distance,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.mean_heart_rate,sleep_duration,temperature_x,humidity_x,sleep_score,mental_recovery,volume_7d
6540.0,2.7193346,147.71602753763443,447.2528735632184,20.0,98.0,75.70114942528735,78.10344827586206,130400.0
7080.0,2.7895982,147.71602753763443,447.2528735632184,22.0,75.0,75.70114942528735,78.10344827586206,70800.0
8440.0,2.7635887,147.71602753763443,447.2528735632184,24.0,89.0,75.70114942528735,78.10344827586206,155200.0
6700.0,2.6182103,147.71602753763443,447.2528735632184,17.0,95.0,75.70114942528735,78.10344827586206,67000.0
7070.0,2.6380596,147.71602753763443,447.2528735632184,17.0,100.0,75.70114942528735,78.10344827586206,70700.0
4960.0,2.48996,147.71602753763443,447.2528735632184,17.0,81.0,75.70114942528735,78.10344827586206,120300.0
5570.0,2.59916,147.71602753763443,447.2528735632184,13.0,99.0,75.70114942528735,78.10344827586206,176000.0
3850.0,2.0500534,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,214500.0
5240.0,2.655854,147.71602753763443,447.2528735632184,20.0,79.0,75.70114942528735,78.10344827586206,146600.0
6490.0,2.7621484,147.71602753763443,447.2528735632184,17.0,100.0,75.70114942528735,78.10344827586206,117300.0
10110.0,2.7547684,147.71602753763443,447.2528735632184,18.0,92.0,75.70114942528735,78.10344827586206,218400.0
6570.0,2.8137045,147.71602753763443,447.2528735632184,21.0,77.0,75.70114942528735,78.10344827586206,231700.0
5340.0,2.8540888,147.71602753763443,447.2528735632184,19.0,80.0,75.70114942528735,78.10344827586206,53400.0
4752.37,2.1128657,147.71602753763443,447.2528735632184,23.666666666666668,67.0,75.70114942528735,78.10344827586206,475237.0
5180.0,2.7509294,147.71602753763443,447.2528735632184,16.0,83.0,75.70114942528735,78.10344827586206,527037.0
7250.0,2.8420227,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,599537.0
5050.0,2.762582,147.71602753763443,447.2528735632184,16.0,79.0,75.70114942528735,78.10344827586206,50500.0
1475.82,2.2792656,147.71602753763443,447.2528735632184,27.0,65.0,75.70114942528735,78.10344827586206,147582.0
5017.76,2.4275568,147.71602753763443,447.2528735632184,18.0,91.0,75.70114942528735,78.10344827586206,501776.0
4617.84,2.4240665,147.71602753763443,447.2528735632184,21.0,82.0,75.70114942528735,78.10344827586206,461784.0
4588.35,2.543433,147.71602753763443,447.2528735632184,23.5,72.0,75.70114942528735,78.10344827586206,920619.0
4225.31,2.2451222,147.71602753763443,447.2528735632184,22.0,84.0,75.70114942528735,78.10344827586206,1343150.0
5405.63,2.508416,147.71602753763443,447.2528735632184,24.0,81.5,75.70114942528735,78.10344827586206,1883713.0
6329.1,2.5811992,147.71602753763443,447.2528735632184,24.0,79.0,75.70114942528735,78.10344827586206,1947004.0
6577.32,2.5355935,147.71602753763443,447.2528735632184,21.0,95.0,75.70114942528735,78.10344827586206,1684117.0
114.01985,0.95016545,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,11401985.0
114.01985,0.6629061,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,22803970.0
73.89374,0.2583697,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,30193344.0
283.9395,4.175581,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,33032739.0
249.57837,4.1596394,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,57990576.0
5845.6987,2.3982158,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,58456987.0
5412.2,2.9050994,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,58511109.0
5391.79,2.7231288,127.485565,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,59050288.0
5459.9,2.937009,147.71602753763443,447.2528735632184,19.0,82.0,75.70114942528735,78.10344827586206,59104887.0
5451.63,2.6276674,134.63264,447.2528735632184,19.0,82.0,75.70114942528735,78.10344827586206,59650050.0
5422.5,2.8479517,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,1247288.0
5420.54,2.6403058,152.23154,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,1789342.0
6008.94,2.8250804,161.97606,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,1197173.0
6023.1,3.005539,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,1257404.0
5382.9,2.9463053,147.71602753763443,447.2528735632184,13.0,96.0,75.70114942528735,78.10344827586206,1311233.0
5375.38,2.6984859,127.663086,447.2528735632184,13.0,96.0,75.70114942528735,78.10344827586206,1848771.0
6254.4,2.9377172,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,1911315.0
6231.77,2.7000775,136.45485,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,2534492.0
228.51,0.42005888,121.96336,447.2528735632184,14.0,88.0,75.70114942528735,78.10344827586206,22851.0
125.2,2.0866666,147.71602753763443,447.2528735632184,14.0,88.0,75.70114942528735,78.10344827586206,24103.0
6589.25,2.7873347,130.689,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,658925.0
484.74,2.1996355,112.0,433.0,15.286,97.0,76.0,86.0,48474.0
660.05,1.7342123,147.71602753763443,433.0,15.286,97.0,76.0,86.0,114479.0
1487.4,2.0442595,147.71602753763443,436.0,23.0,78.0,68.0,45.0,14874.0
6528.66,2.686415,165.0,573.0,19.0,76.0,58.0,59.0,652866.0
6316.351,2.3307223,150.0,553.0,14.736,97.0,65.0,63.0,6316351.0
2060.589,2.1144977,88.0,438.0,13.333333333333334,83.33333333333333,68.0,62.0,8376940.0
8316.765,2.5685358,154.0,543.0,20.0,73.0,66.0,38.0,8316765.0
704.84,2.0134153,116.0,464.0,12.536,93.0,76.0,70.0,70484.0
744.49,1.9794772,115.0,464.0,12.336,94.0,76.0,70.0,144933.0
525.19,2.1920865,142.0,433.0,17.236,99.0,70.0,51.0,52519.0
534.36,2.0974417,147.71602753763443,433.0,17.286,99.0,70.0,51.0,105955.0
1012.261,2.8062227,147.71602753763443,480.0,17.236,97.0,70.0,48.0,1012261.0
735.671,2.3262022,198.0,480.0,17.185999,98.0,70.0,48.0,1747932.0
588.062,2.572413,155.0,480.0,17.185999,98.0,70.0,48.0,2335994.0
7995.436,2.6701474,158.0,541.0,24.0,79.0,64.0,54.0,7995436.0
6505.621,2.5569193,164.0,552.0,26.0,62.0,70.0,71.0,6505621.0
7026.98,2.5453618,147.71602753763443,447.2528735632184,25.0,67.0,75.70114942528735,78.10344827586206,7208319.0
5566.053,2.5074344,74.0,276.5,22.0,75.0,61.5,59.5,6268751.0
7243.513,2.7437654,148.0,491.0,23.0,73.0,67.0,44.0,7243513.0
4971.986,2.7116423,153.0,491.0,25.0,63.0,63.0,36.0,4971986.0
5196.558,2.6878517,111.0,454.0,21.0,70.5,75.0,61.0,5196558.0
3954.096,1.6252337,143.0,508.0,20.5,71.5,72.0,67.0,3954096.0
7091.247,2.5844998,149.0,228.0,23.5,70.5,63.5,69.0,7091247.0
7181.478,2.7386494,150.0,447.2528735632184,26.0,76.0,75.70114942528735,78.10344827586206,7181478.0
5000.0,2.0833333,147.71602753763443,552.0,21.6785,75.0,62.0,43.0,7231478.0
5444.707,2.5386682,76.0,506.0,23.0,66.0,82.0,75.0,5444707.0
5071.894,3.244432,175.0,506.0,20.2785,55.0,84.0,72.0,5071894.0
6544.712,2.6054132,158.0,567.0,19.0,81.0,84.0,87.0,6544712.0
3013.412,1.8057046,119.0,492.0,22.0,80.0,80.0,92.0,3013412.0
5366.083,2.7430878,153.0,380.0,21.9285,85.0,71.0,71.0,8379495.0
5389.263,2.6356523,152.0,412.0,29.0,60.0,84.0,86.0,13768758.0
7106.958,2.8267229,162.0,417.0,26.0,66.0,65.0,81.0,7106958.0
3970.26,3.1510003,147.71602753763443,483.0,23.0,72.0,82.0,89.0,397026.0
6565.044,2.7944465,159.0,483.0,23.0,72.0,82.0,89.0,6962070.0
10256.167,2.70002,155.0,579.0,24.0,82.0,77.0,94.0,17218237.0
6831.12,2.0855503,126.0,551.0,24.0,86.0,73.0,92.0,17901349.0
6475.124,2.8391771,148.0,490.0,24.0285,81.0,87.0,95.0,17414403.0
10194.532,2.8232474,153.0,548.0,24.0,82.0,87.0,97.0,17352768.0
5310.341,2.5995033,145.0,448.0,26.1785,55.0,79.0,87.0,5310341.0
10027.668,2.8884702,158.0,281.5,21.0,80.0,50.5,50.5,15338009.0
5038.317,3.097527,157.0,316.5,26.0,74.0,62.0,52.0,5038317.0
8008.296,2.792398,151.0,507.0,33.0,56.0,84.0,94.0,13046613.0
5841.02,2.868214,149.0,501.0,20.6285,94.0,84.0,92.0,584102.0
11023.102,2.7923934,149.0,493.0,20.0,87.0,86.0,94.0,11023102.0
8023.708,2.8626225,170.0,450.0,21.0,84.0,95.0,96.0,19046810.0
5556.28,2.5765696,141.0,436.0,20.6785,90.0,76.0,70.0,19602438.0
12042.008,2.8245575,151.0,488.0,21.0,73.0,88.0,95.0,20621344.0
14038.887,2.845856,151.0,460.0,21.0,79.0,83.0,93.0,14038887.0
6026.867,3.1610084,170.0,427.0,19.0,83.0,85.0,88.0,6026867.0
4349.304,1.9743001,131.0,421.0,21.0,81.0,86.0,91.0,10376171.0
14028.863,2.888239,163.0,227.5,20.0,85.0,61.0,82.5,24405034.0
7299.023,2.6699388,144.0,269.0,20.828499,98.0,61.0,80.0,31704057.0
4461.205,1.9844822,140.0,448.0,22.0,86.0,87.0,94.0,30138395.0
10462.706,2.8968482,156.0,513.0,21.0,90.0,80.0,89.0,22222934.0
10026.524,3.0893612,160.0,433.0,20.0,92.0,87.0,94.0,24950435.0
14059.714,2.8525083,147.0,532.0,26.828499,61.0,85.0,96.0,24086238.0
6115.996,3.0954907,158.0,218.5,19.0,91.0,68.0,63.0,20175710.0
